CO_CID,NO_CID,TP_AGRAVO,TP_SEXO,TP_ESTADIO,VL_CAMPOS_IRRADIADOS
X172,"Contato c/motores, máquinas e ferramentas quentes - escolas, out. instit. e áreas de admin. pública",0,I,N,0000
X173,"Contato c/motores, máquinas e ferramentas quentes - área para a prática de esportes e atletismo",0,I,N,0000
X174,"Contato c/motores, máquinas e ferramentas quentes - rua e estrada",0,I,N,0000
X175,"Contato c/motores, máquinas e ferramentas quentes - áreas de comércio e de serviços",0,I,N,0000
X176,"Contato c/motores, máquinas e ferramentas quentes - áreas industriais e em construção",0,I,N,0000
X177,"Contato c/motores, máquinas e ferramentas quentes - fazenda",0,I,N,0000
X178,"Contato c/motores, máquinas e ferramentas quentes - outros locais especificados",0,I,N,0000
X179,"Contato c/motores, máquinas e ferramentas quentes - local não especificado",0,I,N,0000
X18,Contato com outros metais quentes,0,I,N,0000
X180,Contato c/outros metais quentes - residência,0,I,N,0000
X181,Contato c/outros metais quentes - habitação coletiva,0,I,N,0000
X182,"Contato c/outros metais quentes - escolas, outras instituições e áreas de administração pública",0,I,N,0000
X183,Contato c/outros metais quentes - área para a prática de esportes e atletismo,0,I,N,0000
X184,Contato c/outros metais quentes - rua e estrada,0,I,N,0000
X185,Contato c/outros metais quentes - áreas de comércio e de serviços,0,I,N,0000
X186,Contato c/outros metais quentes - áreas industriais e em construção,0,I,N,0000
X187,Contato c/outros metais quentes - fazenda,0,I,N,0000
X188,Contato c/outros metais quentes - outros locais especificados,0,I,N,0000
X189,Contato c/outros metais quentes - local não especificado,0,I,N,0000
X19,Contato com outras fontes de calor ou com substancias quentes não especificados,0,I,N,0000
X190,Contato c/outras fontes calor/subst. quentes ñ especif. - residência,0,I,N,0000
X191,Contato c/outras fontes calor/subst. quentes ñ especif. - habitação coletiva,0,I,N,0000
X192,"Contato c/outras fontes calor/subst. quentes ñ especif. - escolas, out. instit. e áreas admin. públ.",0,I,N,0000
X193,Contato c/outras fontes calor/subst. quentes ñ especif. - área para a prática de esportes/atletismo,0,I,N,0000
X194,Contato c/outras fontes calor/subst. quentes ñ especif. - rua e estrada,0,I,N,0000
X195,Contato c/outras fontes calor/subst. quentes ñ especif. - áreas de comércio e de serviços,0,I,N,0000
X196,Contato c/outras fontes calor/subst. quentes ñ especif. - áreas industriais e em construção,0,I,N,0000
X197,Contato c/outras fontes calor/subst. quentes ñ especif. - fazenda,0,I,N,0000
X198,Contato c/outras fontes calor/subst. quentes ñ especif. - outros locais especificados,0,I,N,0000
X199,Contato c/outras fontes calor/subst. quentes ñ especif. - local não especificado,0,I,N,0000
X20,Contato com serpentes e lagartos venenosos,1,I,N,0000
X200,Contato c/serpentes e lagartos venenosos - residência,1,I,N,0000
X201,Contato c/serpentes e lagartos venenosos - habitação coletiva,1,I,N,0000
X202,"Contato c/serpentes e lagartos venenosos - escolas, outras instituições e áreas de administ. pública",1,I,N,0000
X203,Contato c/serpentes e lagartos venenosos - área para a prática de esportes e atletismo,1,I,N,0000
X204,Contato c/serpentes e lagartos venenosos - rua e estrada,1,I,N,0000
X205,Contato c/serpentes e lagartos venenosos - áreas de comércio e de serviços,1,I,N,0000
X206,Contato c/serpentes e lagartos venenosos - áreas industriais e em construção,1,I,N,0000
X207,Contato c/serpentes e lagartos venenosos - fazenda,1,I,N,0000
X208,Contato c/serpentes e lagartos venenosos - outros locais especificados,1,I,N,0000
X209,Contato c/serpentes e lagartos venenosos - local não especificado,1,I,N,0000
X21,Contato com aranhas venenosas,2,I,N,0000
X210,Contato c/aranhas venenosas - residência,1,I,N,0000
X211,Contato c/aranhas venenosas - habitação coletiva,1,I,N,0000
X212,"Contato c/aranhas venenosas - escolas, outras instituições e áreas de administração pública",1,I,N,0000
X213,Contato c/aranhas venenosas - área para a prática de esportes e atletismo,1,I,N,0000
X214,Contato c/aranhas venenosas - rua e estrada,1,I,N,0000
X215,Contato c/aranhas venenosas - áreas de comércio e de serviços,1,I,N,0000
X216,Contato c/aranhas venenosas - áreas industriais e em construção,1,I,N,0000
X217,Contato c/aranhas venenosas - fazenda,1,I,N,0000
X218,Contato c/aranhas venenosas - outros locais especificados,1,I,N,0000
X219,Contato c/aranhas venenosas - local não especificado,1,I,N,0000
X22,Contato com escorpioes,1,I,N,0000
X220,Contato c/escorpiões - residência,1,I,N,0000
X221,Contato c/escorpiões - habitação coletiva,1,I,N,0000
X222,"Contato c/escorpiões - escolas, outras instituições e áreas de administração pública",1,I,N,0000
X223,Contato c/escorpiões - área para a prática de esportes e atletismo,1,I,N,0000
X224,Contato c/escorpiões - rua e estrada,1,I,N,0000
X225,Contato c/escorpiões - áreas de comércio e de serviços,1,I,N,0000
X226,Contato c/escorpiões - áreas industriais e em construção,1,I,N,0000
X227,Contato c/escorpiões - fazenda,1,I,N,0000
X228,Contato c/escorpiões - outros locais especificados,1,I,N,0000
X229,Contato c/escorpiões - local não especificado,1,I,N,0000
X23,Contato com abelhas vespas e vespoes,0,I,N,0000
X230,"Contato c/abelhas, vespas e vespões - residência",0,I,N,0000
X231,"Contato c/abelhas, vespas e vespões - habitação coletiva",0,I,N,0000
X232,"Contato c/abelhas, vespas e vespões - escolas, outras instituições e áreas de administração pública",0,I,N,0000
X233,"Contato c/abelhas, vespas e vespões - área para a prática de esportes e atletismo",0,I,N,0000
X234,"Contato c/abelhas, vespas e vespões - rua e estrada",0,I,N,0000
X235,"Contato c/abelhas, vespas e vespões - áreas de comércio e de serviços",0,I,N,0000
X236,"Contato c/abelhas, vespas e vespões - áreas industriais e em construção",0,I,N,0000
X237,"Contato c/abelhas, vespas e vespões - fazenda",0,I,N,0000
X238,"Contato c/abelhas, vespas e vespões - outros locais especificados",0,I,N,0000
X239,"Contato c/abelhas, vespas e vespões - local não especificado",0,I,N,0000
X24,Contato com centopéias e miriápodes venenosas (tropicais),0,I,N,0000
X240,Contato c/centop. e miriápodes venen. (tropicais) - residência,0,I,N,0000
X241,Contato c/centop. e miriápodes venen. (tropicais) - habitação coletiva,0,I,N,0000
X242,"Contato c/centop. e miriápodes venen. (tropicais) - escolas, out. instit. e áreas de admin. pública",0,I,N,0000
X243,Contato c/centop. e miriápodes venen. (tropicais) - área para a prática de esportes e atletismo,0,I,N,0000
X244,Contato c/centop. e miriápodes venen. (tropicais) - rua e estrada,0,I,N,0000
X245,Contato c/centop. e miriápodes venen. (tropicais) - áreas de comércio e de serviços,0,I,N,0000
X246,Contato c/centop. e miriápodes venen. (tropicais) - áreas industriais e em construção,0,I,N,0000
X247,Contato c/centop. e miriápodes venen. (tropicais) - fazenda,0,I,N,0000
X248,Contato c/centop. e miriápodes venen. (tropicais) - outros locais especificados,0,I,N,0000
X249,Contato c/centop. e miriápodes venen. (tropicais) - local não especificado,0,I,N,0000
X25,Contato com outros artrópodes venenosos,1,I,N,0000
X250,Contato com outros artrópodes venenosos - residência,1,I,N,0000
X251,Contato com outros artrópodes venenosos - habitação coletiva,1,I,N,0000
X252,"Contato com outros artrópodes venenosos - escolas, outras inst. e áreas adm. pública",1,I,N,0000
X253,Contato com outros artrópodes venenosos - área para a prática de esportes e atletismo,1,I,N,0000
X254,Contato com outros artrópodes venenosos - rua e estrada,1,I,N,0000
X255,Contato com outros artrópodes venenosos - áreas de comércio e de serviços,1,I,N,0000
X256,Contato com outros artrópodes venenosos - áreas industriais e em construção,1,I,N,0000
X257,Contato com outros artrópodes venenosos - fazenda,1,I,N,0000
X258,Contato com outros artrópodes venenosos - outros locais especificados,1,I,N,0000
X259,Contato com outros artrópodes venenosos - local não especificado,1,I,N,0000
X26,Contato com animais e plantas marinhos venenosos,0,I,N,0000
X260,Contato c/animais e plantas marinhos venenosos - residência,0,I,N,0000
X261,Contato c/animais e plantas marinhos venenosos - habitação coletiva,0,I,N,0000
X262,"Contato c/animais e plantas marinhos venenosos - escolas, out. instit. e áreas de admin. pública",0,I,N,0000
X263,Contato c/animais e plantas marinhos venenosos - área para a prática de esportes e atletismo,0,I,N,0000
X264,Contato c/animais e plantas marinhos venenosos - rua e estrada,0,I,N,0000
X265,Contato c/animais e plantas marinhos venenosos - áreas de comércio e de serviços,0,I,N,0000
X266,Contato c/animais e plantas marinhos venenosos - áreas industriais e em construção,0,I,N,0000
X267,Contato c/animais e plantas marinhos venenosos - fazenda,0,I,N,0000
X268,Contato c/animais e plantas marinhos venenosos - outros locais especificados,0,I,N,0000
X269,Contato c/animais e plantas marinhos venenosos - local não especificado,0,I,N,0000
X27,Contato com outros animais venenosos especificados,0,I,N,0000
X270,Contato c/outros animais venenosos especificados - residência,0,I,N,0000
X271,Contato c/outros animais venenosos especificados - habitação coletiva,0,I,N,0000
X272,"Contato c/outros animais venenosos especificados - escolas, out. instit. e áreas de admin. pública",0,I,N,0000
X273,Contato c/outros animais venenosos especificados - área para a prática de esportes e atletismo,0,I,N,0000
X274,Contato c/outros animais venenosos especificados - rua e estrada,0,I,N,0000
X275,Contato c/outros animais venenosos especificados - áreas de comércio e de serviços,0,I,N,0000
X276,Contato c/outros animais venenosos especificados - áreas industriais e em construção,0,I,N,0000
X277,Contato c/outros animais venenosos especificados - fazenda,0,I,N,0000
X278,Contato c/outros animais venenosos especificados - outros locais especificados,0,I,N,0000
X279,Contato c/outros animais venenosos especificados - local não especificado,0,I,N,0000
X28,Contato com outras plantas venenosas especificadas,0,I,N,0000
X280,Contato c/outras plantas venenosas especificadas - residência,0,I,N,0000
X281,Contato c/outras plantas venenosas especificadas - habitação coletiva,0,I,N,0000
X282,"Contato c/outras plantas venenosas especificadas - escolas, out. instit. e áreas de admin. pública",0,I,N,0000
X283,Contato c/outras plantas venenosas especificadas - área para a prática de esportes e atletismo,0,I,N,0000
X284,Contato c/outras plantas venenosas especificadas - rua e estrada,0,I,N,0000
X285,Contato c/outras plantas venenosas especificadas - áreas de comércio e de serviços,0,I,N,0000
X286,Contato c/outras plantas venenosas especificadas - áreas industriais e em construção,0,I,N,0000
X287,Contato c/outras plantas venenosas especificadas - fazenda,0,I,N,0000
X288,Contato c/outras plantas venenosas especificadas - outros locais especificados,0,I,N,0000
X289,Contato c/outras plantas venenosas especificadas - local não especificado,0,I,N,0000
X29,Contato com animais ou plantas venenosos sem especificação,0,I,N,0000
X290,"Contato c/animais/plantas venenosos, s/especificação - residência",0,I,N,0000
X291,"Contato c/animais/plantas venenosos, s/especificação - habitação coletiva",0,I,N,0000
X292,"Contato c/animais/plantas venenosos, s/especificação - escolas, out. inst. e áreas de admin. pública",0,I,N,0000
X293,"Contato c/animais/plantas venenosos, s/especificação - área para a prática de esportes e atletismo",0,I,N,0000
X294,"Contato c/animais/plantas venenosos, s/especificação - rua e estrada",0,I,N,0000
X295,"Contato c/animais/plantas venenosos, s/especificação - áreas de comércio e de serviços",0,I,N,0000
X296,"Contato c/animais/plantas venenosos, s/especificação - áreas industriais e em construção",0,I,N,0000
X297,"Contato c/animais/plantas venenosos, s/especificação - fazenda",0,I,N,0000
X298,"Contato c/animais/plantas venenosos, s/especificação - outros locais especificados",0,I,N,0000
X299,"Contato c/animais/plantas venenosos, s/especificação - local não especificado",0,I,N,0000
X30,Exposição a calor natural excessivo,0,I,N,0000
X300,Exposição a calor natural excessivo - residência,0,I,N,0000
X301,Exposição a calor natural excessivo - habitação coletiva,0,I,N,0000
X302,"Exposição a calor natural excessivo - escolas, outras instituições e áreas de administração pública",0,I,N,0000
X303,Exposição a calor natural excessivo - área para a prática de esportes e atletismo,0,I,N,0000
X304,Exposição a calor natural excessivo - rua e estrada,0,I,N,0000
X305,Exposição a calor natural excessivo - áreas de comércio e de serviços,0,I,N,0000
X306,Exposição a calor natural excessivo - áreas industriais e em construção,0,I,N,0000
X307,Exposição a calor natural excessivo - fazenda,0,I,N,0000
X308,Exposição a calor natural excessivo - outros locais especificados,0,I,N,0000
X309,Exposição a calor natural excessivo - local não especificado,0,I,N,0000
X31,Exposição a frio natural excessivo,0,I,N,0000
X310,Exposição a frio natural excessivo - residência,0,I,N,0000
X311,Exposição a frio natural excessivo - habitação coletiva,0,I,N,0000
X312,"Exposição a frio natural excessivo - escolas, outras instituições e áreas de administração pública",0,I,N,0000
X313,Exposição a frio natural excessivo - área para a prática de esportes e atletismo,0,I,N,0000
X314,Exposição a frio natural excessivo - rua e estrada,0,I,N,0000
X315,Exposição a frio natural excessivo - áreas de comércio e de serviços,0,I,N,0000
X316,Exposição a frio natural excessivo - áreas industriais e em construção,0,I,N,0000
X317,Exposição a frio natural excessivo - fazenda,0,I,N,0000
X318,Exposição a frio natural excessivo - outros locais especificados,0,I,N,0000
X319,Exposição a frio natural excessivo - local não especificado,0,I,N,0000
X32,Exposição a luz solar,0,I,N,0000
X320,Exposição à luz solar - residência,0,I,N,0000
X321,Exposição à luz solar - habitação coletiva,0,I,N,0000
X322,"Exposição à luz solar - escolas, outras instituições e áreas de administração pública",0,I,N,0000
X323,Exposição à luz solar - área para a prática de esportes e atletismo,0,I,N,0000
X324,Exposição à luz solar - rua e estrada,0,I,N,0000
X325,Exposição à luz solar - áreas de comércio e de serviços,0,I,N,0000
X326,Exposição à luz solar - áreas industriais e em construção,0,I,N,0000
X327,Exposição à luz solar - fazenda,0,I,N,0000
X328,Exposição à luz solar - outros locais especificados,0,I,N,0000
X329,Exposição à luz solar - local não especificado,0,I,N,0000
X33,Vitima de raio,0,I,N,0000
X330,Vítima de raio - residência,0,I,N,0000
X331,Vítima de raio - habitação coletiva,0,I,N,0000
X332,"Vítima de raio - escolas, outras instituições e áreas de administração pública",0,I,N,0000
X333,Vítima de raio - área para a prática de esportes e atletismo,0,I,N,0000
X334,Vítima de raio - rua e estrada,0,I,N,0000
X335,Vítima de raio - áreas de comércio e de serviços,0,I,N,0000
X336,Vítima de raio - áreas industriais e em construção,0,I,N,0000
X337,Vítima de raio - fazenda,0,I,N,0000
X338,Vítima de raio - outros locais especificados,0,I,N,0000
X339,Vítima de raio - local não especificado,0,I,N,0000
X34,Vitima de terremoto,0,I,N,0000
X340,Vítima de terremoto - residência,0,I,N,0000
X341,Vítima de terremoto - habitação coletiva,0,I,N,0000
X342,"Vítima de terremoto - escolas, outras instituições e áreas de administração pública",0,I,N,0000
X343,Vítima de terremoto - área para a prática de esportes e atletismo,0,I,N,0000
X344,Vítima de terremoto - rua e estrada,0,I,N,0000
X345,Vítima de terremoto - áreas de comércio e de serviços,0,I,N,0000
X346,Vítima de terremoto - áreas industriais e em construção,0,I,N,0000
X347,Vítima de terremoto - fazenda,0,I,N,0000
X348,Vítima de terremoto - outros locais especificados,0,I,N,0000
X349,Vítima de terremoto - local não especificado,0,I,N,0000
X35,Vitima de erupção vulcanica,0,I,N,0000
X350,Vítima de erupção vulcânica - residência,0,I,N,0000
X351,Vítima de erupção vulcânica - habitação coletiva,0,I,N,0000
X352,"Vítima de erupção vulcânica - escolas, outras instituições e áreas de administração pública",0,I,N,0000
X353,Vítima de erupção vulcânica - área para a prática de esportes e atletismo,0,I,N,0000
X354,Vítima de erupção vulcânica - rua e estrada,0,I,N,0000
X355,Vítima de erupção vulcânica - áreas de comércio e de serviços,0,I,N,0000
X356,Vítima de erupção vulcânica - áreas industriais e em construção,0,I,N,0000
X357,Vítima de erupção vulcânica - fazenda,0,I,N,0000
X358,Vítima de erupção vulcânica - outros locais especificados,0,I,N,0000
X359,Vítima de erupção vulcânica - local não especificado,0,I,N,0000
X36,Vitima de avalanche desabamento de terra e outros movimentos da superficie terrestre,0,I,N,0000
X360,"Vítima de aval., desab. terra e out. mov. superf. terr. - residência",0,I,N,0000
X361,"Vítima de aval., desab. terra e out. mov. superf. terr. - habitação coletiva",0,I,N,0000
X362,"Vítima de aval., desab. terra e out. mov. superf. terr. - escolas, out. inst. e áreas admin. pública",0,I,N,0000
X363,"Vítima de aval., desab. terra e out. mov. superf. terr. - área para prática de esportes e atletismo",0,I,N,0000
X364,"Vítima de aval., desab. terra e out. mov. superf. terr. - rua e estrada",0,I,N,0000
X365,"Vítima de aval., desab. terra e out. mov. superf. terr. - áreas de comércio e de serviços",0,I,N,0000
X366,"Vítima de aval., desab. terra e out. mov. superf. terr. - áreas industriais e em construção",0,I,N,0000
X367,"Vítima de aval., desab. terra e out. mov. superf. terr. - fazenda",0,I,N,0000
X368,"Vítima de aval., desab. terra e out. mov. superf. terr. - outros locais especificados",0,I,N,0000
X369,"Vítima de aval., desab. terra e out. mov. superf. terr. - local não especificado",0,I,N,0000
X37,Vitima de tempestade cataclismica,0,I,N,0000
X370,Vítima de tempestade cataclísmica - residência,0,I,N,0000
X371,Vítima de tempestade cataclísmica - habitação coletiva,0,I,N,0000
X372,"Vítima de tempestade cataclísmica - escolas, outras instituições e áreas de administração pública",0,I,N,0000
X373,Vítima de tempestade cataclísmica - área para a prática de esportes e atletismo,0,I,N,0000
X374,Vítima de tempestade cataclísmica - rua e estrada,0,I,N,0000
X375,Vítima de tempestade cataclísmica - áreas de comércio e de serviços,0,I,N,0000
X376,Vítima de tempestade cataclísmica - áreas industriais e em construção,0,I,N,0000
X377,Vítima de tempestade cataclísmica - fazenda,0,I,N,0000
X378,Vítima de tempestade cataclísmica - outros locais especificados,0,I,N,0000
X379,Vítima de tempestade cataclísmica - local não especificado,0,I,N,0000
X38,Vitima de inundação,0,I,N,0000
X380,Vítima de inundação - residência,0,I,N,0000
X381,Vítima de inundação - habitação coletiva,0,I,N,0000
X382,"Vítima de inundação - escolas, outras instituições e áreas de administração pública",0,I,N,0000
X383,Vítima de inundação - área para a prática de esportes e atletismo,0,I,N,0000
X384,Vítima de inundação - rua e estrada,0,I,N,0000
X385,Vítima de inundação - áreas de comércio e de serviços,0,I,N,0000
X386,Vítima de inundação - áreas industriais e em construção,0,I,N,0000
X387,Vítima de inundação - fazenda,0,I,N,0000
X388,Vítima de inundação - outros locais especificados,0,I,N,0000
X389,Vítima de inundação - local não especificado,0,I,N,0000
X39,Exposição a outras forcas da natureza e às não especificadas,0,I,N,0000
X390,Exposição a out. forças da natureza e às ñ espec. - residência,0,I,N,0000
X391,Exposição a out. forças da natureza e às ñ espec. - habitação coletiva,0,I,N,0000
X392,"Exposição a out. forças da natureza e às ñ espec. - escolas, out. instit. e áreas de admin. pública",0,I,N,0000
X393,Exposição a out. forças da natureza e às ñ espec. - área para a prática de esportes e atletismo,0,I,N,0000
X394,Exposição a out. forças da natureza e às ñ espec. - rua e estrada,0,I,N,0000
X395,Exposição a out. forças da natureza e às ñ espec. - áreas de comércio e de serviços,0,I,N,0000
X396,Exposição a out. forças da natureza e às ñ espec. - áreas industriais e em construção,0,I,N,0000
X397,Exposição a out. forças da natureza e às ñ espec. - fazenda,0,I,N,0000
X398,Exposição a out. forças da natureza e às ñ espec. - outros locais especificados,0,I,N,0000
X399,Exposição a out. forças da natureza e às ñ espec. - local não especificado,0,I,N,0000
X40,Envenenamento acidental p/ exposição a analgesicos antipiréticos e anti-reumáticos não-opiáceos,0,I,N,0000
X400,"Envenen. acid. por expos. a analg., antipir. e anti-reum.- residência",0,I,N,0000
X401,"Envenen. acid. por expos. a analg., antipir. e anti-reum.- habitação coletiva",0,I,N,0000
X402,"Envenen. acid. por expos. a analg., antipir. e anti-reum.- esc., out. instit. e áreas de adm. púb.",0,I,N,0000
X403,"Envenen. acid. por expos. a analg., antipir. e anti-reum.- área p/prática esp. e atlet.",0,I,N,0000
X404,"Envenen. acid. por expos. a analg., antipir. e anti-reum.- rua e estrada",0,I,N,0000
X405,"Envenen. acid. por expos. a analg., antipir. e anti-reum.- áreas de comér. e de serviços",0,I,N,0000
X406,"Envenen. acid. por expos. a analg., antipir. e anti-reum.- áreas indus. e em construção",0,I,N,0000
X407,"Envenen. acid. por expos. a analg., antipir. e anti-reum.- fazenda",0,I,N,0000
X408,"Envenen. acid. por expos. a analg., antipir. e anti-reum.- outros locais especificados",0,I,N,0000
X409,"Envenen. acid. por expos. a analg., antipir. e anti-reum.- local não especificado",0,I,N,0000
X41,Env acidental p/ exp anticonvulsivante sedativo hipnótico antiparkinsoniano psicotropico ncop,0,I,N,0000
X410,"Envenen. acid. por expos a anticonv , sed, hipn, antiparkin e psic - residência",0,I,N,0000
X411,"Envenen. acid. por expos a anticonv , sed, hipn, antiparkin e psic - habitação coletiva",0,I,N,0000
X412,"Envenen. acid. por expos a anticonv , sed, hipn, antiparkin e psic - esc, out inst e áreas adm públ",0,I,N,0000
X413,"Envenen. acid. por expos a anticonv , sed, hipn, antiparkin e psic - área p/prát. esporte/atletismo",0,I,N,0000
X414,"Envenen. acid. por expos a anticonv , sed, hipn, antiparkin e psic - rua e estrada",0,I,N,0000
X415,"Envenen. acid. por expos a anticonv , sed, hipn, antiparkin e psic - áreas de comércio e de serviços",0,I,N,0000
X416,"Envenen. acid. por expos a anticonv , sed, hipn, antiparkin e psic - áreas industr e em construção",0,I,N,0000
X417,"Envenen. acid. por expos a anticonv , sed, hipn, antiparkin e psic - fazenda",0,I,N,0000
X418,"Envenen. acid. por expos a anticonv , sed, hipn, antiparkin e psic - outros locais especificados",0,I,N,0000
X419,"Envenen. acid. por expos a anticonv , sed, hipn, antiparkin e psic - local não especificado",0,I,N,0000
X42,Envenenamento acidental p/ exposição a narcóticos e psicodislepticos (alucinógenos) ncop,0,I,N,0000
X420,Envenen. acid. por expos. a narc. e psicodislépt. - residência,0,I,N,0000
X421,Envenen. acid. por expos. a narc. e psicodislépt. - habitação coletiva,0,I,N,0000
X422,"Envenen. acid. por expos. a narc. e psicodislépt. - escolas, out. instit. e áreas de admin. públ.",0,I,N,0000
X423,Envenen. acid. por expos. a narc. e psicodislépt. - área para a prática de esportes e atletismo,0,I,N,0000
X424,Envenen. acid. por expos. a narc. e psicodislépt. - rua e estrada,0,I,N,0000
X425,Envenen. acid. por expos. a narc. e psicodislépt. - áreas de comércio e de serviços,0,I,N,0000
X426,Envenen. acid. por expos. a narc. e psicodislépt. - áreas industriais e em construção,0,I,N,0000
X427,Envenen. acid. por expos. a narc. e psicodislépt. - fazenda,0,I,N,0000
X428,Envenen. acid. por expos. a narc. e psicodislépt. - outros locais especificados,0,I,N,0000
X429,Envenen. acid. por expos. a narc. e psicodislépt. - local não especificado,0,I,N,0000
X43,Envenenamento acidental p/ exposição outras substâncias farmacológicas de ação sobre o sna,0,I,N,0000
X430,Envenen. acid. por expos a out subst farm de ação s/sist nerv aut - residência,0,I,N,0000
X431,Envenen. acid. por expos a out subst farm de ação s/sist nerv aut - habitação coletiva,0,I,N,0000
X432,"Envenen. acid. por expos a out subst farm de ação s/sist nerv aut - esc, out inst e áreas adm públ",0,I,N,0000
X433,Envenen. acid. por expos a out subst farm de ação s/sist nerv aut - área p/prát esportes e atletismo,0,I,N,0000
X434,Envenen. acid. por expos a out subst farm de ação s/sist nerv aut - rua e estrada,0,I,N,0000
X435,Envenen. acid. por expos a out subst farm de ação s/sist nerv aut - áreas de comércio e de serviços,0,I,N,0000
X436,Envenen. acid. por expos a out subst farm de ação s/sist nerv aut - áreas industr. e em construção,0,I,N,0000
X437,Envenen. acid. por expos a out subst farm de ação s/sist nerv aut - fazenda,0,I,N,0000
X438,Envenen. acid. por expos a out subst farm de ação s/sist nerv aut - outros locais especificados,0,I,N,0000
X439,Envenen. acid. por expos a out subst farm de ação s/sist nerv aut - local não especificado,0,I,N,0000
X44,Envenenamento acidental p/ exposição outras drogas medicamentos e substâncias biológicas ne,0,I,N,0000
X440,"Envenen. acid. por expos a out drogas, medic/subst biol ñ espec - residência",0,I,N,0000
X441,"Envenen. acid. por expos a out drogas, medic/subst biol ñ espec - habitação coletiva",0,I,N,0000
X442,"Envenen. acid. por expos a out drogas, medic/subst biol ñ espec - esc., out. inst. e áreas adm. púb.",0,I,N,0000
X443,"Envenen. acid. por expos a out drogas, medic/subst biol ñ espec - área p/prát. esportes e atletismo",0,I,N,0000
X444,"Envenen. acid. por expos a out drogas, medic/subst biol ñ espec - rua e estrada",0,I,N,0000
X445,"Envenen. acid. por expos a out drogas, medic/subst biol ñ espec - áreas de comércio e de serviços",0,I,N,0000
X446,"Envenen. acid. por expos a out drogas, medic/subst biol ñ espec - áreas industriais e em construção",0,I,N,0000
X447,"Envenen. acid. por expos a out drogas, medic/subst biol ñ espec - fazenda",0,I,N,0000
X448,"Envenen. acid. por expos a out drogas, medic/subst biol ñ espec - outr. locais especificados",0,I,N,0000
X449,"Envenen. acid. por expos a out drogas, medic/subst biol ñ espec - local não especificado",0,I,N,0000
X45,Envenenamento (intoxicação) acidental por e exposição ao álcool,0,I,N,0000
X450,Envenen. acid. por expos. ao álcool - residência,0,I,N,0000
X451,Envenen. acid. por expos. ao álcool - habitação coletiva,0,I,N,0000
X452,"Envenen. acid. por expos. ao álcool - escolas, outras instituições e áreas d administração pública",0,I,N,0000
X453,Envenen. acid. por expos. ao álcool - área para a prática de esportes e atletismo,0,I,N,0000
X454,Envenen. acid. por expos. ao álcool - rua e estrada,0,I,N,0000
X455,Envenen. acid. por expos. ao álcool - áreas de comércio e de serviços,0,I,N,0000
X456,Envenen. acid. por expos. ao álcool - áreas industriais e em construção,0,I,N,0000
X457,Envenen. acid. por expos. ao álcool - fazenda,0,I,N,0000
X458,Envenen. acid. por expos. ao álcool - outros locais especificados,0,I,N,0000
X459,Envenen. acid. por expos. ao álcool - local não especificado,0,I,N,0000
X46,Envenenamento acidental p/ exposição a solventes orgânicos hidrocarbonetos halogenados evapores,0,I,N,0000
X460,Envenen. acid. por expos. a solv. org./hidrocarb. halog. e vapores - residência,0,I,N,0000
X461,Envenen. acid. por expos. a solv. org./hidrocarb. halog. e vapores - habitação coletiva,0,I,N,0000
X462,"Envenen. acid. por expos. a solv. org./hidrocarb. halog. e vapores - escol, out inst e áreas adm púb",0,I,N,0000
X463,Envenen. acid. por expos. a solv. org./hidrocarb. halog. e vapores - área p/prát. esportes/atletismo,0,I,N,0000
X464,Envenen. acid. por expos. a solv. org./hidrocarb. halog. e vapores - rua e estrada,0,I,N,0000
X465,Envenen. acid. por expos. a solv. org./hidrocarb. halog. e vapores - áreas de comércio e de serviços,0,I,N,0000
X466,Envenen. acid. por expos. a solv. org./hidrocarb. halog. e vapores - áreas industriais e construção,0,I,N,0000
X467,Envenen. acid. por expos. a solv. org./hidrocarb. halog. e vapores - fazenda,0,I,N,0000
X468,Envenen. acid. por expos. a solv. org./hidrocarb. halog. e vapores - outros locais especificados,0,I,N,0000
X469,Envenen. acid. por expos. a solv. org./hidrocarb. halog. e vapores - local não especificado,0,I,N,0000
X47,Intoxicação acidental por e exposição a outros gases e vapores,0,I,N,0000
X470,Intoxicação acidental por e exposição a outros gases e vapores - residência,0,I,N,0000
X471,Intoxicação acidental por e exposição a outros gases e vapores - habitação coletiva,0,I,N,0000
X472,"Intoxicação acidental por e exposição a outros gases e vapores - escolas, out inst e áreas adm púb",0,I,N,0000
X473,Intoxicação acidental por e exposição a outros gases e vapores - área p/prát. esportes e atletismo,0,I,N,0000
X474,Intoxicação acidental por e exposição a outros gases e vapores - rua e estrada,0,I,N,0000
X475,Intoxicação acidental por e exposição a outros gases e vapores - áreas de comércio e de serviços,0,I,N,0000
X476,Intoxicação acidental por e exposição a outros gases e vapores - áreas industriais e em construção,0,I,N,0000
X477,Intoxicação acidental por e exposição a outros gases e vapores - fazenda,0,I,N,0000
X478,Intoxicação acidental por e exposição a outros gases e vapores - outros locais especificados,0,I,N,0000
X479,Intoxicação acidental por e exposição a outros gases e vapores - local não especificado,0,I,N,0000
X48,Envenenamento (intoxicação) acidental por e exposição a pesticidas,0,I,N,0000
X480,Envenenamento acidental por e exposição a pesticidas - residência,0,I,N,0000
X481,Envenenamento acidental por e exposição a pesticidas - habitação coletiva,0,I,N,0000
X482,"Envenenamento acidental por e exposição a pesticidas - escol, out inst e áreas adm púb",0,I,N,0000
